R,F,M
4458,1,400.68100000000004
4387,2,1129.14
4386,4,1863.47
4743,1,365.27
4441,4,592.9
4406,1,427.43
4413,4,786.73
4437,4,542.01
4408,1,394.38
4427,2,670.86
4471,5,2262.62
4384,18,21086.3
4471,1,547.02
4402,2,690.34
4461,1,159.0
4553,3,1062.75
4463,1,242.35
4650,1,914.9300000000001
4618,2,304.25
4412,7,3084.68
4419,3,866.66
4701,1,787.65
4440,4,1295.3
4427,5,1127.55
4586,3,255.12
4608,1,314.22
4470,2,1010.6
4572,2,542.03
4426,4,990.88
4454,3,536.6800000000001
4423,5,867.31
4461,1,432.2
4439,2,414.2
4407,2,3718.8
4392,13,2615.11
4391,7,3631.61
4416,2,409.1
4594,2,1522.75
4406,3,1413.66
4553,1,114.56
4444,1,152.94
4435,5,1800.07
4644,2,389.44
4449,2,3683.86
4399,8,2660.41
4649,1,752.4300000000001
4559,1,46.95
4428,5,5203.51
4433,1,1035.45
4400,4,749.98
4392,9,5447.0
4456,7,873.49
4454,2,667.65
4736,1,1141.24
4385,5,1440.39
4499,1,411.7
4756,1,371.95
4579,1,559.87
4559,1,810.6
4483,1,566.38
4404,3,1502.78
4455,1,2062.06
4722,1,168.3
4388,5,1621.66
4414,2,918.02
4552,1,142.5
4504,1,302.25
4404,10,2248.9900000000002
4392,4,1328.55
4651,1,301.9
4405,3,598.2
4509,1,233.22
4408,3,5360.63
4521,1,361.21999999999997
4596,6,632.27
4420,4,2560.0
4489,2,706.5699999999999
4400,2,616.26
4386,2,274.15000000000003
4713,1,226.37
4447,8,2938.91
4502,3,1341.65
4418,1,328.15
4600,1,404.40000000000003
4384,2,337.25
4579,1,207.50000000000003
4511,3,430.47
4429,3,594.24
4388,14,3290.93
4397,6,3898.72
4400,3,251.91
4411,7,1597.46
4390,22,26626.8
4419,1,151.05
4540,1,214.8
4667,1,98.4
4490,1,603.16
4407,4,1971.8700000000001
4458,4,322.40999999999997
4399,2,360.46999999999997
4541,1,205.20000000000002
4427,1,599.26
4394,2,1039.3
4415,7,1459.41
4673,1,53.5
4404,4,1116.47
4715,1,153.9
4400,2,494.44
4386,23,6675.71
4446,2,395.8
4580,3,211.77
4416,3,658.88
4384,4,2027.5
4390,9,1750.92
4387,6,3738.71
4392,4,941.9
4415,5,754.97
4436,1,109.36000000000001
4394,2,705.79
4400,9,1540.42
4401,1,327.3
4420,2,831.42
4385,2,557.83
4401,3,1547.49
4465,4,1393.96
4416,2,391.09
4449,2,498.23
4391,2,1146.92
4650,1,676.2
4630,3,362.95
4387,4,2157.4
4444,1,1917.3899999999999
4457,2,728.8199999999999
4472,2,584.5
4443,3,554.86
4411,2,337.18
4705,1,94.36
4436,4,1382.07
4652,1,247.59
4385,13,3157.01
4439,5,1555.34
4443,5,1552.4
4537,2,1705.8
4402,2,408.02
4477,1,308.28
4384,12,4106.57
4647,2,302.3
4695,1,177.5
4453,1,443.05
4685,2,167.25
4401,1,179.67000000000002
4395,10,2165.18
4419,5,2076.08
4402,2,228.29
4436,1,190.14000000000001
4439,1,264.75
4404,2,126.25
4427,1,214.91
4409,3,1112.3
4427,3,672.47
4495,6,958.71
4400,51,34684.4
4407,1,346.12
4574,1,133.56
4685,1,302.7
4385,10,1922.46
4646,2,241.06
4489,1,284.55
4440,1,300.85
4596,3,729.95
4447,1,287.40000000000003
4411,1,184.26
4412,7,1511.8
4388,5,802.1
4390,5,3674.32
4450,2,419.0
4384,3,627.24
4429,4,670.94
4416,1,232.16
4383,2,168472.5
4518,1,255.91
4581,1,182.99
4580,2,707.69
4532,1,311.92
4470,1,266.97
4427,2,6.9
4446,7,1841.18
4482,5,2158.75
4601,1,208.36
4385,18,3482.7400000000002
4411,3,818.73
4560,1,151.17
4456,3,136.0
4404,4,1422.4
4402,3,1395.16
4416,7,1734.01
4457,1,74.9
4406,4,646.87
4434,4,811.79
4657,1,223.95000000000002
4547,3,316.11
4390,7,2024.9
4471,4,544.3
4446,7,2494.46
4408,3,331.0
4393,2,300.83
4458,1,774.61
4398,1,220.62
4575,1,139.35
4556,2,404.3
4460,1,366.4
4416,3,498.8
4429,1,731.5
4462,4,1351.63
4679,1,863.53
4386,3,785.41
4391,3,1599.52
4432,6,2965.69
4544,2,100.97
4743,2,365.45
4387,6,400.86
4489,4,1431.93
4408,1,491.08
4414,1,777.6
4402,2,90.30000000000001
4679,1,363.7
4755,1,248.1
4404,3,960.38
4387,4,874.59
4435,5,1678.34
4413,1,101.69999999999999
4660,1,162.7
4444,2,484.32
4408,2,215.07999999999998
4569,3,1046.57
4384,21,9418.470000000001
4385,26,13027.45
4554,1,290.36
4464,1,228.06
4386,1,244.41
4573,1,455.25
4405,7,1244.59
4400,3,6748.8
4402,3,1089.32
4388,1,593.75
4493,1,623.52
4385,4,1388.81
4436,1,119.62
4547,1,339.3
4673,2,787.15
4393,10,4194.58
4491,5,2298.97
4478,3,922.12
4625,2,379.73
4546,12,5719.82
4425,3,837.1
4418,2,285.89
4449,7,3313.79
4407,2,281.85
4383,20,8338.49
4409,2,841.41
4388,2,511.12
4436,1,1077.74
4747,1,173.7
4398,5,614.66
4577,2,865.6
4386,1,124.2
4398,10,3738.4
4409,3,1421.69
4510,3,1009.6
4467,2,663.61
4454,1,451.44
4565,1,105.84
4496,1,313.62
4756,1,233.45
4463,2,936.08
4631,1,463.95
4615,1,225.15
4454,3,459.24
4451,1,213.5
4387,16,4113.68
4433,3,361.83
4458,1,181.09
4444,1,363.92
4398,2,250.15
4387,1,90.04
4668,1,145.04999999999998
4387,6,813.52
4423,1,250.35
4419,1,528.0799999999999
4457,2,482.47
4400,14,3347.71
4398,7,5493.46
4602,1,75.66
4569,1,150.24
4415,4,1187.66
4453,1,618.59
4565,1,506.19
4398,2,500.42
4618,1,151.85
4414,5,2647.59
4646,1,226.21
4386,2,178.96
4434,4,813.48
4628,1,129.45000000000002
4463,2,831.24
4657,1,333.08
4383,17,4413.1
4462,1,322.8
4412,5,2188.05
4456,2,408.63
4400,6,2883.1
4605,2,217.9
4415,4,1154.47
4405,10,1680.72
4414,3,1257.51
4488,1,231.10000000000002
4387,2,688.33
4628,1,487.51
4560,2,833.78
4552,2,214.06
4425,1,290.65999999999997
4454,1,518.42
4441,7,6773.97
4399,2,1212.66
4524,4,601.27
4400,6,3806.36
4405,15,8625.8
4392,4,916.98
4751,1,123.24
4572,1,39.12
4399,4,1267.65
4745,1,135.4
4402,1,118.98
4451,2,567.1800000000001
4398,6,306.71999999999997
4406,3,1394.78
4399,11,4095.9
4411,3,1692.27
4385,20,8134.9400000000005
4437,2,304.24
4416,4,1592.12
4385,12,3109.99
4749,1,129.75
4426,1,183.7
4455,6,1770.34
4387,5,1028.0
4387,28,66653.56
4444,2,326.58
4430,7,3017.66
4384,4,1260.86
4458,2,422.59999999999997
4455,2,225.57999999999998
4639,2,1276.0
4451,2,477.86
4518,4,657.9000000000001
4624,1,119.5
4609,2,1998.0
4391,13,5076.55
4391,13,5398.3
4383,20,14034.99
4420,3,549.2
4428,1,656.63
4467,5,3029.87
4402,10,2542.61
4386,5,1651.03
4392,11,3761.17
4401,15,6923.23
4601,3,1249.06
4461,1,301.71999999999997
4649,2,901.2
4406,6,3843.08
4752,1,663.0500000000001
4397,7,1811.92
4409,1,152.95
4645,1,292.47
4400,13,4730.81
4474,2,684.53
4685,7,823.07
4409,5,1550.52
4747,1,276.72
4429,4,1093.58
4421,21,7359.64
4435,3,780.11
4414,1,603.75
4435,3,692.8100000000001
4461,5,2303.66
4436,1,417.59999999999997
4680,1,3.75
4559,1,323.0
4429,1,464.9
4412,7,2222.88
4394,7,1294.25
4469,17,7213.650000000001
4387,18,6695.46
4420,2,836.06
4400,5,1515.9
4427,5,623.9300000000001
4413,1,2002.22
4755,1,207.5
4441,1,223.92000000000002
4755,1,2002.4
4497,3,1480.43
4597,1,239.4
4701,1,106.83000000000001
4448,1,369.34
4390,3,789.79
4479,1,316.62
4402,3,1207.24
4581,1,611.85
4386,13,2851.96
4677,1,34.0
4656,2,1145.6
4413,11,5590.68
4430,3,492.84
4643,1,467.49
4440,5,785.24
4416,5,2244.71
4440,1,186.59
4450,4,673.32
4393,11,1691.51
4443,1,449.34000000000003
4463,2,235.1
4457,2,245.94
4385,22,10621.62
4483,2,457.34
4755,1,311.25
4393,13,2267.9500000000003
4402,1,107.6
4506,2,600.63
4391,1,80.8
4386,6,1545.6200000000001
4412,7,1714.48
4665,2,125.38
4440,1,243.84
4384,10,1247.05
4748,1,452.68
4472,1,305.62
4394,1,1252.24
4546,4,1594.23
4448,1,332.3
4406,3,536.99
4556,2,460.59000000000003
4486,4,769.96
4525,3,1121.59
4482,2,288.42
4406,5,945.39
4575,1,309.54
4387,2,547.07
4743,1,479.35
4391,10,1695.38
4397,21,6416.7
4486,4,417.06
4385,9,1604.75
4393,11,3349.57
4478,1,497.61
4610,1,401.83
4398,2,460.64
4421,2,775.18
4434,1,341.7
4476,2,128.5
4539,1,197.22
4421,1,325.91
4567,3,199.15
4384,4,1106.53
4610,1,413.46
4511,2,180.85
4422,2,251.87
4414,11,3170.98
4580,2,588.85
4391,34,16594.35
4419,6,1869.82
4483,3,1264.19
4425,16,10196.57
4433,1,214.32
4426,1,193.44
4435,1,281.42
4569,1,124.57
4716,1,332.41
4387,3,342.45
4393,2,144.91000000000003
4406,2,328.4
4397,1,35.400000000000006
4751,1,462.81000000000006
4527,2,747.81
4442,2,173.76000000000002
4414,2,502.8
4523,3,207.73999999999998
4405,4,829.57
4405,6,2812.34
4460,3,680.0200000000001
4387,6,7123.62
4450,5,2095.53
4395,6,850.37
4467,1,13.3
4413,7,1557.48
4449,1,432.0
4449,3,705.12
4570,2,272.48
4420,2,429.84000000000003
4398,3,562.41
4418,1,226.33
4577,3,1582.47
4384,5,773.04
4384,5,518.1899999999999
4749,1,152.69
4447,1,243.42000000000002
4682,2,289.78000000000003
4409,3,501.03
4390,6,1271.06
4399,3,887.11
4499,1,1759.38
4412,1,428.05
4387,16,3695.57
4388,7,3453.89
4464,4,599.0400000000001
4412,5,928.76
4455,1,379.14
4387,8,1508.96
4411,11,2555.58
4673,1,113.44
4419,1,212.02
4392,6,621.6800000000001
4406,2,596.66
4659,1,391.52
4432,6,1125.17
4539,11,2592.25
4444,1,183.04
4395,19,7389.09
4404,3,836.73
4754,1,230.25
4498,3,543.05
4463,17,3033.75
4386,7,1295.39
4409,3,378.89
4388,21,4619.31
4436,1,206.68
4384,2,578.08
4437,2,965.03
4408,1,261.9
4391,4,2752.03
4435,3,3073.04
4395,9,1957.4
4594,3,816.73
4404,19,4345.5
4618,1,406.48
4521,3,435.02000000000004
4386,6,1286.27
4439,3,1199.56
4517,3,1277.75
4492,2,167.61
4413,1,20.8
4383,9,2085.08
4567,4,518.67
4400,1,308.74
4622,2,416.64
4470,1,117.35
4421,3,507.05
4499,1,234.17
4570,1,110.55000000000001
4609,1,201.19
4391,7,2154.97
4572,1,319.02
4387,2,439.43
4422,3,650.41
4421,1,359.76
4650,1,251.51999999999998
4460,1,344.33
4386,6,1860.3
4638,2,1092.3600000000001
4443,1,384.06
4395,7,1916.71
4471,2,4735.11
4400,10,5464.12
4412,2,1873.2
4386,7,1679.75
4388,1,126.12
4390,6,1133.25
4601,1,179.0
4393,5,1614.31
4413,6,1456.96
4671,3,702.0
4532,4,295.0
4406,2,484.82
4383,11,3989.57
4468,3,1493.73
4429,2,1312.14
4387,4,781.78
4433,6,889.9300000000001
4401,1,195.36
4413,1,270.9
4391,3,590.03
4411,3,1846.1100000000001
4385,20,8694.26
4423,2,920.1
4394,4,1327.16
4414,1,71.0
4428,3,95.85
4443,3,357.77
4568,2,154.82999999999998
4461,6,971.56
4493,2,716.0
4446,1,146.87
4394,2,380.35
4469,3,1030.1399999999999
4399,3,745.52
4628,2,433.53000000000003
4470,1,1267.32
4413,1,112.4
4520,1,449.72999999999996
4409,3,1071.49
4385,5,1036.58
4415,4,1735.18
4408,1,948.48
4496,3,339.44
4540,1,642.02
4468,3,1100.9
4500,3,925.35
4385,9,5655.03
4479,6,3231.7400000000002
4577,1,269.79
4411,1,467.62
4513,1,498.48
4411,5,1356.33
4464,3,1179.89
4412,5,3147.2
4649,1,234.24
4456,11,5232.2300000000005
4696,4,533.33
4404,7,1461.14
4441,3,867.25
4395,21,4552.14
4411,9,2709.7
4497,1,304.24
4411,9,2429.03
4400,4,1471.44
4400,4,834.12
4419,3,841.0799999999999
4419,2,378.2
4461,1,118.80000000000001
4405,2,287.62
4408,2,288.91
4416,2,2003.85
4492,3,1405.78
4418,2,2800.91
4506,5,1562.4
4390,6,2050.08
4411,4,1991.01
4387,7,1983.5
4385,9,3827.76
4433,4,1869.58
4705,1,302.0
4405,3,1324.16
4398,4,1022.13
4401,2,971.74
4393,4,1621.73
4644,1,25.5
4542,2,665.78
4416,6,10949.82
4412,6,935.89
4548,1,163.3
4430,1,231.60999999999999
4388,8,813.09
4391,3,837.5
4671,1,116.2
4700,1,157.02
4386,2,606.91
4616,1,307.46
4502,1,138.32
4544,1,345.3
4568,1,294.24
4433,1,253.0
4535,5,1045.0
4717,1,157.09
4388,5,2840.97
4398,7,4892.240000000001
4489,2,413.2
4399,7,1139.73
4658,1,380.5
4398,12,10650.77
4630,1,469.92
4622,1,579.0
4384,2,984.57
4488,3,749.78
4405,4,1714.59
4434,1,124.88
4577,3,1689.5
4407,1,213.78
4458,1,329.34
4400,2,251.7
4390,2,319.0
4415,3,1266.97
4404,3,1538.88
4414,6,3518.03
4411,10,1715.46
4404,2,293.1
4415,7,2467.35
4667,1,158.68
4421,2,206.34
4440,2,835.78
4672,1,224.91
4461,1,317.76
4388,8,3766.6
4600,1,59.9
4427,4,1443.69
4584,1,306.13
4561,3,711.79
4439,4,783.97
4440,2,239.92000000000002
4390,6,3347.31
4429,2,144.0
4609,1,203.95
4394,7,2474.23
4489,2,391.25
4441,2,444.74
4411,7,2172.28
4418,7,1699.3
4656,2,388.04
4412,1,1013.01
4406,3,723.27
4436,1,289.78
4418,6,3564.83
4558,4,1564.56
4436,1,384.08
4436,1,204.24
4409,8,2334.16
4636,1,226.85
4423,7,2781.23
4443,6,1074.47
4617,1,113.5
4387,10,2010.77
4414,1,116.78
4407,14,3273.22
4390,2,334.48
4448,1,328.65
4693,2,433.79
4691,1,393.49
4401,6,1043.8700000000001
4398,8,1939.3700000000001
4479,2,318.76
4647,8,3638.41
4395,10,3251.3
4385,2,417.77
4418,1,190.88
4565,1,149.89
4408,2,550.06
4395,6,941.09
4394,2,314.69
4385,17,3978.14
4695,1,382.5
4491,2,1135.04
4384,26,8678.55
4436,1,954.9
4587,1,171.45
4398,1,286.39
4503,1,326.90000000000003
4386,2,384.57
4745,1,269.83
4499,2,348.91
4401,1,178.26
4387,2,271.19
4423,2,362.58
4490,2,285.9
4531,2,626.58
4435,5,1253.3600000000001
4591,1,63.44
4521,2,578.4
4385,3,371.1
4510,2,317.2
4490,4,763.64
4425,4,2148.63
4418,1,114.57
4610,2,1065.35
4624,1,246.04
4440,1,281.43
4513,3,1689.81
4443,6,1664.68
4404,1,151.37
4409,7,1049.06
4392,7,1504.0
4414,3,1054.41
4386,2,522.23
4691,1,550.8000000000001
4391,9,1876.26
4411,3,547.0
4400,1,128.18
4484,2,498.42
4394,4,656.61
4404,1,163.24
4397,5,1135.63
4744,1,250.04
4393,19,8631.31
4478,1,97.75
4461,2,1384.85
4521,3,644.3
4414,1,2328.84
4407,8,2527.92
4384,38,6524.13
4429,3,2600.34
4483,3,1200.6200000000001
4391,2,695.11
4398,7,921.96
4400,4,986.48
4663,1,96.8
4397,2,523.11
4405,2,363.9
4506,1,175.2
4468,1,494.25
4685,2,307.02
4534,4,2043.18
4400,8,6896.14
4477,2,243.36
4412,11,12353.29
4539,3,747.54
4738,1,193.64000000000001
4429,1,157.62
4398,4,582.0
4386,15,2667.73
4469,1,228.96
4397,5,1193.65
4562,1,98.25
4391,4,1314.36
4419,3,587.15
4512,2,1740.0
4433,1,1571.26
4694,1,178.22
4407,2,495.78
4686,2,372.61
4394,1,177.24
4400,3,656.62
4432,3,519.45
4622,2,312.23
4383,11,4495.33
4395,8,5045.81
4621,1,167.55
4406,8,2433.87
4455,4,446.18
4400,3,418.4
4423,8,1367.88
4423,4,646.92
4601,2,495.77
4582,3,400.1
4453,2,203.2
4406,20,4119.97
4394,1,454.41
4391,29,20275.61
4448,1,65.4
4387,1,193.39
4402,2,336.40000000000003
4397,1,270.26
4390,6,2686.42
4402,2,776.51
4460,4,1259.56
4383,34,31833.68
4546,2,508.8
4689,2,453.04
4602,1,203.86999999999998
4422,8,7330.8
4405,2,681.41
4497,3,653.38
4509,5,2141.55
4387,13,2633.85
4419,1,263.92
4384,3,1031.41
4716,3,2250.86
4546,1,32.65
4567,2,771.85
4399,5,1214.72
4395,3,778.94
4385,7,1258.06
4426,2,778.0
4462,1,507.84
4412,7,6893.42
4425,2,463.46
4394,12,4226.57
4433,3,598.83
4399,6,1979.37
4429,2,698.41
4402,2,759.1700000000001
4391,6,5037.26
4454,1,100.8
4383,28,17256.85
4511,3,524.9200000000001
4415,2,265.76
4696,1,407.46999999999997
4401,2,365.76
4471,1,308.11
4385,7,2373.82
4384,2,216.29999999999998
4636,1,388.45000000000005
4539,3,186.42
4419,6,2248.56
4559,2,120.9
4423,2,541.53
4385,7,2531.01
4391,46,194390.79
4384,7,1721.4
4400,2,486.71999999999997
4575,4,517.53
4586,1,131.7
4748,1,249.86
4509,5,1737.7
4398,1,327.75
4426,2,677.05
4477,6,622.4300000000001
4405,3,735.82
4443,2,675.69
4399,5,1912.43
4541,1,289.96
4393,2,763.28
4393,2,137.0
4399,5,1870.97
4427,5,1125.07
4574,3,770.7900000000001
4462,1,194.37
4460,1,511.82
4386,4,1255.59
4448,3,414.04
4644,1,396.87
4441,2,376.64
4383,7,2092.32
4384,10,3558.87
4631,1,374.57
4390,2,497.56
4741,1,271.05
4458,1,272.22
4672,1,622.88
4400,3,1138.0
4603,2,288.6
4392,4,689.1
4385,2,558.96
4589,9,2997.03
4544,2,1145.84
4458,1,302.2
4644,2,614.33
4440,8,6083.64
4407,1,308.48
4385,31,91062.38
4411,10,2924.9900000000002
4455,1,513.2
4511,1,208.65
4414,4,654.02
4398,5,774.13
4691,1,153.94
4400,6,1844.02
4436,1,546.81
4412,3,723.21
4384,5,1104.31
4394,4,660.24
4744,1,145.0
4742,1,422.70000000000005
4387,4,1195.8999999999999
4436,4,939.37
4384,8,3644.32
4384,10,2441.42
4573,1,296.7
4436,1,223.36
4663,1,164.4
4560,1,76.5
4412,2,887.67
4408,1,98.42
4407,2,578.9
4652,1,176.54999999999998
4426,3,649.97
4616,1,103.3
4406,2,148.86
4580,3,267.15999999999997
4742,1,290.34
4443,4,930.41
4512,1,1487.6
4384,5,1986.45
4402,2,494.16
4588,1,157.9
4397,3,541.46
4477,4,854.95
4402,1,166.45
4397,7,1122.38
4407,3,454.01
4391,2,1030.82
4390,8,4331.48
4715,1,344.14
4433,4,1614.59
4454,4,226.75000000000003
4412,3,380.6
4625,1,185.65
4391,19,3594.49
4601,1,143.45999999999998
4387,3,462.70000000000005
4635,3,215.72
4383,25,11025.24
4619,1,180.22
4390,2,1242.3
4492,4,1155.07
4483,3,1240.2
4443,4,2417.92
4385,3,1558.1
4456,7,2284.91
4386,5,3994.61
4468,2,993.18
4395,2,386.69
4406,7,2935.91
4596,1,2044.3700000000001
4400,1,161.67000000000002
4622,1,116.00999999999999
4385,6,5350.92
4461,1,394.72
4600,2,309.36
4416,2,195.03
4423,5,1171.47
4390,15,3981.82
4436,6,2048.45
4405,14,4584.150000000001
4440,1,387.58
4513,3,329.6
4556,3,571.1999999999999
4388,3,943.03
4695,1,225.24
4442,1,81.44
4404,3,1379.9
4415,1,527.0500000000001
4397,2,843.48
4401,4,2106.87
4464,1,75.75
4388,8,1814.12
4552,2,503.59999999999997
4384,3,528.33
4414,4,1324.84
4419,9,2358.59
4402,1,285.56
4414,2,547.0600000000001
4659,1,108.5
4469,1,621.66
4502,2,712.29
4756,1,101.55
4384,11,2895.64
4602,3,1008.39
4448,1,133.06
4443,4,1797.5
4521,1,868.49
4404,1,166.08
4394,10,3945.0
4408,12,4867.72
4419,4,1207.56
4660,1,117.55
4393,7,2638.94
4456,5,1674.69
4408,2,595.42
4400,12,2999.46
4524,1,183.0
4408,7,1802.91
4401,2,604.64
4386,2,728.16
4449,5,2055.51
4384,2,347.75
4425,7,3406.7200000000003
4610,1,205.7
4398,4,1572.71
4433,2,3178.17
4384,6,1615.69
4457,2,551.04
4384,31,20374.28
4387,6,1371.18
4384,30,16345.380000000001
4646,1,298.11
4435,2,1992.11
4406,1,184.4
4393,6,2474.33
4426,1,239.40999999999997
4399,7,3214.53
4390,7,5739.46
4413,15,4747.55
4741,2,290.40000000000003
4510,4,740.9399999999999
4520,1,200.47
4524,1,283.12
4514,2,765.34
4421,8,2285.71
4619,1,338.95000000000005
4643,1,154.95
4399,4,2534.64
4635,1,417.95
4413,4,1824.3700000000001
4418,3,798.74
4551,2,885.19
4386,9,1823.52
4387,17,10504.49
4568,2,152.4
4570,2,263.33
4552,1,137.45
4393,2,385.1
4427,1,522.91
4703,1,153.0
4583,1,326.4
4405,11,5655.99
4615,1,139.35
4420,15,5396.04
4409,4,1195.94
4479,4,2424.04
4510,6,3276.4000000000005
4454,3,1033.0
4399,11,3439.08
4398,1,1060.25
4386,3,2876.01
4386,13,5298.4800000000005
4462,4,1240.11
4755,1,303.97
4421,2,692.19
4436,3,700.63
4385,19,13110.02
4392,3,377.44
4392,2,168.24
4402,4,1879.05
4394,7,2791.35
4496,2,355.11
4386,6,2322.4
4623,1,110.25
4495,1,71.4
4561,2,674.52
4388,9,1779.11
4742,1,80.64
4383,5,1749.85
4384,30,5672.9400000000005
4402,8,3501.9900000000002
4400,3,897.15
4404,2,287.59
4415,1,712.78
4646,1,15.0
4433,2,772.55
4541,3,426.25
4398,1,271.2
4391,3,2327.15
4395,10,4054.69
4581,5,1143.27
4439,2,248.33
4393,2,173.45
4479,4,1233.43
4637,1,56.4
4407,3,682.98
4404,3,660.37
4542,2,188.02
4455,2,283.47
4436,1,131.94
4468,2,313.01
4535,4,1858.04
4456,2,1117.9
4664,1,225.9
4409,14,1979.3
4412,1,106.1
4408,1,344.85
4562,2,349.33
4423,4,704.85
4405,3,780.43
4405,10,3091.44
4420,9,1211.3600000000001
4465,3,1299.74
4456,1,512.31
4394,1,546.04
4399,12,5411.91
4387,39,8015.15
4395,4,835.55
4397,5,1755.91
4419,4,36.56
4387,3,402.43
4454,7,3704.87
4434,1,298.4
4388,5,2020.54
4384,3,398.7
4416,1,35.400000000000006
4432,1,155.37
4385,3,342.24
4430,1,132.71
4425,8,1593.58
4409,5,2821.2000000000003
4425,1,345.1
4384,124,42726.37
4686,1,276.48
4468,1,2033.1
4464,9,901.2
4601,4,605.8000000000001
4755,34,5391.21
4394,2,114.34
4568,2,311.26
4755,1,208.97
4384,4,1418.0300000000002
4387,23,26879.04
4388,12,5195.41
4687,1,141.92000000000002
4751,1,253.15
4386,8,2124.73
4706,1,330.9
4442,6,3160.0
4395,3,650.34
4413,20,10533.82
4525,1,329.65
4413,6,1231.52
4490,5,428.18
4385,12,2021.62
4587,1,155.9
4463,5,1879.5600000000002
4568,6,683.46
4553,1,237.61
4426,1,379.45
4556,1,178.51999999999998
4747,1,458.92
4687,1,133.35000000000002
4386,4,733.82
4386,4,707.67
4395,1,165.79
4414,3,871.8
4512,1,111.35
4404,8,795.65
4595,2,201.37
4705,2,593.19
4545,1,203.85999999999999
4439,3,244.1
4608,1,107.21000000000001
4454,8,1125.26
4427,1,95.45
4406,1,256.32
4555,3,578.41
4468,2,152.06
4542,1,164.9
4573,2,112.19999999999999
4412,1,110.38
4404,1,187.32
4454,4,798.99
4630,1,72.89999999999999
4756,1,320.83
4392,1,366.23
4693,5,310.06
4441,2,463.55
4386,1,353.06
4428,3,355.83
4471,1,1304.04
4387,17,4490.18
4447,4,821.49
4665,1,207.50000000000003
4394,7,2962.5
4755,1,244.08
4516,2,397.29
4428,2,212.54000000000002
4394,4,843.0
4418,5,1740.48
4517,2,417.21
4412,3,1331.57
4434,2,704.25
4521,2,147.99
4388,1,429.47999999999996
4391,7,4301.22
4542,1,99.14
4432,10,4020.04
4513,1,304.56
4390,1,77.50000000000001
4616,2,161.38
4420,1,176.68
4530,1,358.56000000000006
4384,45,59693.68
4455,3,554.75
4422,3,1008.5400000000001
4388,12,2338.88
4581,4,557.3
4632,1,12.75
4449,1,111.68
4499,1,508.4599999999999
4554,1,73.78
4404,39,1307.69
4525,1,110.06
4414,2,583.03
4420,14,2602.55
4420,5,1098.43
4754,1,118.07
4756,1,315.6
4549,2,228.2
4594,1,616.79
4624,1,135.19
4434,1,337.04
4407,3,840.75
4398,13,4545.71
4755,1,334.54
4412,1,317.27
4748,1,300.92
4418,4,943.89
4548,3,811.45
4528,1,152.68
4405,1,642.15
4439,1,20.8
4568,1,198.57
4394,7,201.12
4619,3,630.84
4608,2,93.35
4504,4,681.49
4664,1,76.1
4457,8,1965.19
4420,2,391.69
4395,2,496.61
4745,1,196.02
4386,2,231.47
4406,1,465.93
4453,9,2223.2000000000003
4618,1,247.39
4639,1,174.8
4756,1,102.78999999999999
4538,2,187.29
4411,1,172.42
4387,1,120.03
4415,5,1477.66
4464,3,523.0
4491,2,122.14
4434,1,38.45
4418,1,770.93
4535,2,389.78
4481,1,115.31
4387,2,230.64999999999998
4717,1,73.5
4448,1,100.42
4404,2,454.98
4418,3,836.39
4415,3,432.61
4537,6,70.02
4402,2,357.20000000000005
4394,21,4266.49
4436,1,165.04999999999998
4407,3,578.54
4387,10,2088.6
4428,1,178.34
4586,2,172.29000000000002
4742,1,74.4
4453,1,300.02
4390,10,6847.59
4671,1,363.65
4392,1,170.15999999999997
4406,3,306.46
4404,10,2119.41
4556,3,720.52
4516,2,814.0
4388,14,2392.83
4458,1,318.0
4423,1,426.93
4672,1,101.69999999999999
4409,5,2042.04
4640,2,453.0
4568,1,247.44
4497,12,4317.74
4756,1,489.6
4406,10,2611.75
4391,11,2602.11
4600,2,336.13
4428,4,3847.5099999999998
4401,2,1231.5
4419,3,343.45
4408,1,863.88
4399,1,90.47999999999999
4713,2,689.95
4657,1,101.33999999999999
4481,2,4055.7199999999993
4444,1,169.85
4385,11,9068.26
4476,4,2106.52
4464,7,3017.3
4695,2,580.0500000000001
4394,3,1063.97
4390,6,2662.4
4510,1,168.31
4394,2,243.5
4383,60,259657.3
4420,1,754.64
4420,1,113.48000000000002
4712,1,488.35
4637,1,271.0
4384,26,8103.57
4402,1,247.9
4395,2,352.69
4751,1,76.32000000000001
4673,1,220.1
4450,8,1418.6200000000001
4408,1,339.59
4393,26,5715.03
4750,1,180.7
4597,1,111.15
4532,2,662.05
4391,6,1947.32
4407,2,574.4399999999999
4412,4,1155.05
4443,1,200.92000000000002
4402,3,358.77
4626,1,124.35
4398,3,1059.39
4595,1,931.4999999999999
4412,5,686.86
4446,3,784.33
4678,1,152.65
4400,6,8438.34
4540,2,1019.52
4499,2,1000.1600000000001
4390,12,2888.75
4395,4,2895.98
4523,2,160.35000000000002
4428,2,179.33999999999997
4433,3,612.0799999999999
4415,3,566.58
4517,2,653.35
4386,2,399.19
4458,3,371.62
4395,2,719.59
4392,2,453.4
4684,1,530.15
4440,2,638.0600000000001
4398,5,1618.69
4420,1,399.65000000000003
4560,1,302.46000000000004
4406,3,1384.8600000000001
4559,6,1175.04
4443,1,202.65
4416,3,980.31
4441,5,1231.31
4397,20,7561.68
4469,4,2106.84
4390,1,104.0
4741,1,476.35
4414,6,1340.8700000000001
4511,4,1590.81
4392,6,1793.17
4387,6,1843.75
4407,1,396.55
