Country,Customer ID,R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
United Kingdom,15257.0,4666,1,317.15,1,1,2,112,Bronze
United Kingdom,15258.0,4551,2,623.16,2,3,3,233,Silver
United Kingdom,15260.0,4483,7,1810.77,2,5,4,254,Silver
United Kingdom,15261.0,4518,1,254.82,2,1,2,212,Silver
United Kingdom,15262.0,4706,1,178.95000000000002,1,1,1,111,Bronze
United Kingdom,15263.0,4489,1,156.51,2,1,1,211,Silver
United Kingdom,15264.0,4447,1,393.74,3,1,2,312,Gold
United Kingdom,15265.0,4534,2,1506.12,2,3,4,234,Silver
United Kingdom,15266.0,4721,1,119.3,1,1,1,111,Bronze
United Kingdom,15267.0,4405,5,1717.36,4,4,4,444,Platinum
United Kingdom,15269.0,4406,1,408.8,4,1,2,412,Platinum
United Kingdom,15270.0,4398,7,2379.49,4,5,5,455,Platinum
United Kingdom,15271.0,4390,15,2601.56,5,5,5,555,Titanium
United Kingdom,15272.0,4440,2,721.94,3,3,3,333,Gold
United Kingdom,15274.0,4387,2,716.57,5,3,3,533,Titanium
United Kingdom,15275.0,4420,1,615.14,3,1,3,313,Gold
United Kingdom,15276.0,4449,1,128.63,3,1,1,311,Gold
United Kingdom,15277.0,4429,1,255.89999999999998,3,1,2,312,Gold
United Kingdom,15279.0,4737,1,290.51,1,1,2,112,Bronze
United Kingdom,15280.0,4555,1,113.12,2,1,1,211,Silver
United Kingdom,15281.0,4441,9,2332.15,3,5,5,355,Gold
United Kingdom,15286.0,4432,1,240.55,3,1,1,311,Gold
United Kingdom,15287.0,4405,2,486.69,4,3,2,432,Platinum
United Kingdom,15288.0,4426,5,2306.52,3,4,5,345,Gold
United Kingdom,15289.0,4412,3,939.78,4,3,3,433,Platinum
United Kingdom,15290.0,4387,18,7943.22,5,5,5,555,Titanium
United Kingdom,15291.0,4408,15,4668.3,4,5,5,455,Platinum
United Kingdom,15292.0,4584,1,178.39,1,1,1,111,Bronze
United Kingdom,15296.0,4433,6,3672.86,3,5,5,355,Gold
United Kingdom,15297.0,4393,3,641.94,5,3,3,533,Titanium
United Kingdom,15298.0,4385,12,4799.9,5,5,5,555,Titanium
United Kingdom,15299.0,4450,7,4507.01,3,5,5,355,Gold
United Kingdom,15300.0,4447,1,496.44,3,1,3,313,Gold
United Kingdom,15301.0,4433,12,5049.95,3,5,5,355,Gold
United Kingdom,15303.0,4673,1,574.02,1,1,3,113,Bronze
United Kingdom,15304.0,4443,8,694.4,3,5,3,353,Gold
United Kingdom,15306.0,4447,3,1174.35,3,3,4,334,Gold
United Kingdom,15307.0,4478,1,205.3,2,1,1,211,Silver
United Kingdom,15308.0,4657,1,310.46999999999997,1,1,2,112,Bronze
United Kingdom,15311.0,4383,91,60705.74,5,5,5,555,Titanium
United Kingdom,15312.0,4458,4,924.85,2,4,3,243,Silver
United Kingdom,15313.0,4493,1,52.0,2,1,1,211,Silver
United Kingdom,15314.0,4582,1,327.97,1,1,2,112,Bronze
United Kingdom,15315.0,4447,2,570.5,3,3,3,333,Gold
United Kingdom,15316.0,4709,1,165.0,1,1,1,111,Bronze
United Kingdom,15318.0,4386,1,312.62,5,1,2,512,Titanium
United Kingdom,15319.0,4666,1,204.5,1,1,1,111,Bronze
United Kingdom,15320.0,4427,1,267.13,3,1,2,312,Gold
United Kingdom,15321.0,4453,3,2748.31,3,3,5,335,Gold
United Kingdom,15322.0,4468,1,679.68,2,1,3,213,Silver
United Kingdom,15325.0,4486,1,169.99,2,1,1,211,Silver
United Kingdom,15326.0,4716,1,311.71,1,1,2,112,Bronze
United Kingdom,15327.0,4435,1,208.75,3,1,1,311,Gold
United Kingdom,15329.0,4422,3,1049.7,3,3,4,334,Gold
United Kingdom,15330.0,4415,2,714.96,4,3,3,433,Platinum
United Kingdom,15333.0,4591,1,1028.56,1,1,4,114,Bronze
United Kingdom,15334.0,4539,3,356.97,2,3,2,232,Silver
United Kingdom,15335.0,4436,1,173.97,3,1,1,311,Gold
United Kingdom,15339.0,4449,2,600.17,3,3,3,333,Gold
United Kingdom,15341.0,4463,1,2020.52,2,1,4,214,Silver
United Kingdom,15342.0,4512,1,406.09,2,1,2,212,Silver
United Kingdom,15343.0,4470,1,364.5,2,1,2,212,Silver
United Kingdom,15344.0,4383,3,563.94,5,3,3,533,Titanium
United Kingdom,15345.0,4428,1,393.54,3,1,2,312,Gold
United Kingdom,15346.0,4715,1,252.42000000000002,1,1,1,111,Bronze
United Kingdom,15347.0,4749,1,201.60000000000002,1,1,1,111,Bronze
United Kingdom,15348.0,4455,1,158.04,2,1,1,211,Silver
United Kingdom,15349.0,4541,2,467.31,2,3,2,232,Silver
United Kingdom,15350.0,4756,1,115.65,1,1,1,111,Bronze
United Kingdom,15351.0,4395,7,2014.26,5,5,4,554,Titanium
United Kingdom,15353.0,4637,2,773.87,1,3,3,133,Bronze
United Kingdom,15355.0,4412,2,277.05,4,3,2,432,Platinum
United Kingdom,15356.0,4414,10,2802.92,4,5,5,455,Platinum
United Kingdom,15358.0,4387,22,8347.2,5,5,5,555,Titanium
United Kingdom,15360.0,4422,1,427.93,3,1,2,312,Gold
United Kingdom,15361.0,4744,1,418.92,1,1,2,112,Bronze
United Kingdom,15363.0,4755,1,326.0,1,1,2,112,Bronze
United Kingdom,15364.0,4478,2,913.19,2,3,3,233,Silver
United Kingdom,15365.0,4408,7,2314.32,4,5,5,455,Platinum
United Kingdom,15366.0,4458,2,602.51,2,3,3,233,Silver
United Kingdom,15367.0,4440,4,1877.59,3,4,4,344,Gold
United Kingdom,15368.0,4404,1,446.94000000000005,4,1,2,412,Platinum
United Kingdom,15370.0,4423,7,2735.85,3,5,5,355,Gold
United Kingdom,15372.0,4520,1,2007.4,2,1,4,214,Silver
United Kingdom,15373.0,4391,12,2493.76,5,5,5,555,Titanium
United Kingdom,15374.0,4511,1,168.0,2,1,1,211,Silver
United Kingdom,15376.0,4423,3,1245.16,3,3,4,334,Gold
United Kingdom,15379.0,4552,7,3703.29,2,5,5,255,Silver
United Kingdom,15380.0,4391,5,1690.2600000000002,5,4,4,544,Titanium
United Kingdom,15381.0,4596,2,596.85,1,3,3,133,Bronze
United Kingdom,15382.0,4397,6,5955.71,5,5,5,555,Titanium
United Kingdom,15384.0,4552,2,642.41,2,3,3,233,Silver
United Kingdom,15385.0,4423,1,316.88,3,1,2,312,Gold
United Kingdom,15386.0,4569,1,394.14,1,1,2,112,Bronze
United Kingdom,15389.0,4555,1,500.0,2,1,3,213,Silver
United Kingdom,15392.0,4387,4,1535.53,5,4,4,544,Titanium
United Kingdom,15393.0,4399,2,231.86,4,3,1,431,Platinum
United Kingdom,15394.0,4392,4,2183.54,5,4,5,545,Titanium
United Kingdom,15395.0,4708,1,107.45,1,1,1,111,Bronze
United Kingdom,15396.0,4495,1,288.18,2,1,2,212,Silver
United Kingdom,15397.0,4672,1,94.0,1,1,1,111,Bronze
United Kingdom,15398.0,4399,2,1345.53,4,3,4,434,Platinum
United Kingdom,15399.0,4384,3,815.77,5,3,3,533,Titanium
United Kingdom,15400.0,4475,5,716.2,2,4,3,243,Silver
United Kingdom,15402.0,4531,2,626.77,2,3,3,233,Silver
United Kingdom,15405.0,4572,1,349.1,1,1,2,112,Bronze
United Kingdom,15406.0,4414,2,522.51,4,3,3,433,Platinum
United Kingdom,15407.0,4416,4,1056.34,3,4,4,344,Gold
United Kingdom,15408.0,4647,1,267.18,1,1,2,112,Bronze
United Kingdom,15410.0,4467,8,3450.84,2,5,5,255,Silver
United Kingdom,15411.0,4409,4,1358.68,4,4,4,444,Platinum
United Kingdom,15412.0,4554,1,190.53,2,1,1,211,Silver
United Kingdom,15414.0,4392,3,774.9000000000001,5,3,3,533,Titanium
United Kingdom,15415.0,4696,1,574.73,1,1,3,113,Bronze
United Kingdom,15416.0,4447,4,3984.32,3,4,5,345,Gold
United Kingdom,15417.0,4468,1,508.8,2,1,3,213,Silver
United Kingdom,15419.0,4407,1,135.85999999999999,4,1,1,411,Platinum
United Kingdom,15421.0,4441,4,950.36,3,4,4,344,Gold
United Kingdom,15422.0,4706,2,97.7,1,3,1,131,Bronze
United Kingdom,15423.0,4421,1,43.5,3,1,1,311,Gold
United Kingdom,15424.0,4637,2,383.34000000000003,1,3,2,132,Bronze
United Kingdom,15426.0,4402,5,1523.44,4,4,4,444,Platinum
United Kingdom,15427.0,4416,3,1531.93,3,3,4,334,Gold
United Kingdom,15428.0,4398,1,93.78,4,1,1,411,Platinum
United Kingdom,15429.0,4409,2,415.2,4,3,2,432,Platinum
United Kingdom,15432.0,4406,1,171.19,4,1,1,411,Platinum
United Kingdom,15433.0,4596,2,533.3,1,3,3,133,Bronze
United Kingdom,15434.0,4391,5,1041.48,5,4,4,544,Titanium
United Kingdom,15435.0,4405,1,149.29,4,1,1,411,Platinum
United Kingdom,15436.0,4395,3,1191.69,5,3,4,534,Titanium
United Kingdom,15437.0,4645,1,202.11,1,1,1,111,Bronze
United Kingdom,15438.0,4514,1,156.58,2,1,1,211,Silver
United Kingdom,15440.0,4437,3,393.3,3,3,2,332,Gold
United Kingdom,15442.0,4631,1,594.0,1,1,3,113,Bronze
United Kingdom,15443.0,4384,7,3563.94,5,5,5,555,Titanium
United Kingdom,15444.0,4392,2,1425.66,5,3,4,534,Titanium
United Kingdom,15445.0,4647,1,113.5,1,1,1,111,Bronze
United Kingdom,15447.0,4713,1,155.17,1,1,1,111,Bronze
United Kingdom,15448.0,4695,1,494.64,1,1,3,113,Bronze
United Kingdom,15449.0,4409,3,974.52,4,3,4,434,Platinum
United Kingdom,15450.0,4413,1,429.84,4,1,2,412,Platinum
United Kingdom,15452.0,4412,3,571.08,4,3,3,433,Platinum
United Kingdom,15453.0,4384,7,1480.92,5,5,4,554,Titanium
United Kingdom,15454.0,4745,1,211.6,1,1,1,111,Bronze
United Kingdom,15456.0,4666,3,434.59000000000003,1,3,2,132,Bronze
United Kingdom,15457.0,4645,1,249.67,1,1,1,111,Bronze
United Kingdom,15458.0,4408,1,161.64,4,1,1,411,Platinum
United Kingdom,15460.0,4737,1,244.96,1,1,1,111,Bronze
United Kingdom,15462.0,4477,3,234.6,2,3,1,231,Silver
United Kingdom,15463.0,4412,1,126.14,4,1,1,411,Platinum
United Kingdom,15464.0,4721,1,1044.65,1,1,4,114,Bronze
United Kingdom,15465.0,4402,18,7354.62,4,5,5,455,Platinum
United Kingdom,15466.0,4468,1,338.78,2,1,2,212,Silver
United Kingdom,15467.0,4392,3,532.68,5,3,3,533,Titanium
United Kingdom,15468.0,4434,2,467.51,3,3,2,332,Gold
United Kingdom,15469.0,4433,2,538.55,3,3,3,333,Gold
United Kingdom,15471.0,4385,1,513.3,5,1,3,513,Titanium
United Kingdom,15472.0,4496,1,371.56,2,1,2,212,Silver
United Kingdom,15473.0,4397,7,1771.2,5,5,4,554,Titanium
United Kingdom,15475.0,4460,1,454.11,2,1,2,212,Silver
United Kingdom,15478.0,4423,2,1399.92,3,3,4,334,Gold
United Kingdom,15482.0,4398,12,10879.76,4,5,5,455,Platinum
United Kingdom,15483.0,4544,4,235.3,2,4,1,241,Silver
United Kingdom,15484.0,4384,4,3590.41,5,4,5,545,Titanium
United Kingdom,15485.0,4413,3,2564.5,4,3,5,435,Platinum
United Kingdom,15488.0,4475,1,91.32000000000001,2,1,1,211,Silver
United Kingdom,15489.0,4405,3,1134.28,4,3,4,434,Platinum
United Kingdom,15491.0,4478,6,3100.09,2,5,5,255,Silver
United Kingdom,15492.0,4411,2,659.4599999999999,4,3,3,433,Platinum
United Kingdom,15493.0,4415,5,2203.02,4,4,5,445,Platinum
United Kingdom,15494.0,4404,2,1298.43,4,3,4,434,Platinum
United Kingdom,15497.0,4400,2,1262.2,4,3,4,434,Platinum
United Kingdom,15498.0,4385,27,13316.4,5,5,5,555,Titanium
United Kingdom,15500.0,4391,4,1131.56,5,4,4,544,Titanium
United Kingdom,15502.0,4398,12,10994.93,4,5,5,455,Platinum
United Kingdom,15503.0,4745,1,141.04,1,1,1,111,Bronze
United Kingdom,15504.0,4464,1,52.83,2,1,1,211,Silver
United Kingdom,15505.0,4435,5,3610.96,3,4,5,345,Gold
United Kingdom,15506.0,4405,3,1045.2,4,3,4,434,Platinum
United Kingdom,15507.0,4554,1,555.96,2,1,3,213,Silver
United Kingdom,15508.0,4572,6,1000.27,1,5,4,154,Bronze
United Kingdom,15510.0,4713,1,250.0,1,1,1,111,Bronze
United Kingdom,15511.0,4394,5,938.13,5,4,3,543,Titanium
United Kingdom,15512.0,4538,2,121.0,2,3,1,231,Silver
United Kingdom,15513.0,4416,19,14758.220000000001,3,5,5,355,Gold
United Kingdom,15514.0,4395,11,4272.42,5,5,5,555,Titanium
United Kingdom,15516.0,4427,3,62.43,3,3,1,331,Gold
United Kingdom,15517.0,4616,1,267.03,1,1,2,112,Bronze
United Kingdom,15518.0,4447,8,1969.85,3,5,4,354,Gold
United Kingdom,15520.0,4384,1,343.5,5,1,2,512,Titanium
United Kingdom,15521.0,4423,8,3000.2,3,5,5,355,Gold
United Kingdom,15522.0,4415,2,439.99,4,3,2,432,Platinum
United Kingdom,15523.0,4467,1,412.01000000000005,2,1,2,212,Silver
United Kingdom,15524.0,4407,1,440.0,4,1,2,412,Platinum
United Kingdom,15525.0,4385,3,820.14,5,3,3,533,Titanium
United Kingdom,15526.0,4416,2,148.44,3,3,1,331,Gold
United Kingdom,15527.0,4401,8,2557.23,4,5,5,455,Platinum
United Kingdom,15528.0,4637,1,229.33,1,1,1,111,Bronze
United Kingdom,15529.0,4405,11,3994.6,4,5,5,455,Platinum
United Kingdom,15530.0,4404,4,1551.3600000000001,4,4,4,444,Platinum
United Kingdom,15531.0,4391,2,1996.28,5,3,4,534,Titanium
United Kingdom,15532.0,4408,4,1606.01,4,4,4,444,Platinum
United Kingdom,15533.0,4402,3,807.5699999999999,4,3,3,433,Platinum
United Kingdom,15535.0,4556,4,514.15,2,4,3,243,Silver
United Kingdom,15537.0,4546,1,110.92,2,1,1,211,Silver
United Kingdom,15539.0,4390,1,538.46,5,1,3,513,Titanium
United Kingdom,15540.0,4394,1,213.3,5,1,1,511,Titanium
United Kingdom,15541.0,4497,1,85.13000000000001,2,1,1,211,Silver
United Kingdom,15543.0,4671,1,138.06,1,1,1,111,Bronze
United Kingdom,15544.0,4392,9,3546.71,5,5,5,555,Titanium
United Kingdom,15545.0,4437,2,288.97,3,3,2,332,Gold
United Kingdom,15547.0,4390,14,5049.93,5,5,5,555,Titanium
United Kingdom,15549.0,4460,3,1812.66,2,3,4,234,Silver
United Kingdom,15550.0,4387,4,575.63,5,4,3,543,Titanium
United Kingdom,15551.0,4419,1,436.06,3,1,2,312,Gold
United Kingdom,15552.0,4600,1,90.12,1,1,1,111,Bronze
United Kingdom,15553.0,4443,1,477.23,3,1,2,312,Gold
United Kingdom,15554.0,4660,1,217.2,1,1,1,111,Bronze
United Kingdom,15555.0,4395,16,4833.51,5,5,5,555,Titanium
United Kingdom,15556.0,4407,1,279.77,4,1,2,412,Platinum
United Kingdom,15557.0,4411,1,568.6800000000001,4,1,3,413,Platinum
United Kingdom,15561.0,4394,4,800.59,5,4,3,543,Titanium
United Kingdom,15562.0,4734,1,134.55,1,1,1,111,Bronze
United Kingdom,15563.0,4405,4,1400.44,4,4,4,444,Platinum
United Kingdom,15565.0,4433,2,173.16,3,3,1,331,Gold
United Kingdom,15567.0,4401,1,186.01,4,1,1,411,Platinum
United Kingdom,15568.0,4385,3,758.29,5,3,3,533,Titanium
United Kingdom,15569.0,4486,5,1375.71,2,4,4,244,Silver
United Kingdom,15570.0,4390,12,4335.97,5,5,5,555,Titanium
United Kingdom,15571.0,4394,4,681.4200000000001,5,4,3,543,Titanium
United Kingdom,15572.0,4387,7,2666.95,5,5,5,555,Titanium
United Kingdom,15573.0,4414,2,672.5,4,3,3,433,Platinum
United Kingdom,15574.0,4560,4,740.09,2,4,3,243,Silver
United Kingdom,15576.0,4420,1,921.37,3,1,3,313,Gold
United Kingdom,15577.0,4534,3,258.88,2,3,2,232,Silver
United Kingdom,15578.0,4545,1,127.1,2,1,1,211,Silver
United Kingdom,15579.0,4451,2,360.8,3,3,2,332,Gold
United Kingdom,15581.0,4503,13,3681.7200000000003,2,5,5,255,Silver
United Kingdom,15582.0,4407,3,682.9100000000001,4,3,3,433,Platinum
United Kingdom,15584.0,4406,4,720.86,4,4,3,443,Platinum
United Kingdom,15585.0,4559,1,455.3,2,1,2,212,Silver
United Kingdom,15587.0,4433,4,913.6800000000001,3,4,3,343,Gold
United Kingdom,15589.0,4638,3,478.53000000000003,1,3,2,132,Bronze
United Kingdom,15592.0,4429,1,388.58,3,1,2,312,Gold
United Kingdom,15593.0,4453,1,199.8,3,1,1,311,Gold
United Kingdom,15594.0,4398,5,1771.78,4,4,4,444,Platinum
United Kingdom,15596.0,4483,5,1406.59,2,4,4,244,Silver
United Kingdom,15597.0,4418,1,324.57,3,1,2,312,Gold
United Kingdom,15598.0,4436,1,240.68,3,1,1,311,Gold
United Kingdom,15599.0,4409,2,761.74,4,3,3,433,Platinum
United Kingdom,15601.0,4394,14,6776.56,5,5,5,555,Titanium
United Kingdom,15602.0,4391,9,1297.87,5,5,4,554,Titanium
United Kingdom,15603.0,4461,1,48.480000000000004,2,1,1,211,Silver
United Kingdom,15604.0,4435,1,216.39,3,1,1,311,Gold
United Kingdom,15605.0,4419,5,1198.23,3,4,4,344,Gold
United Kingdom,15606.0,4444,9,2920.16,3,5,5,355,Gold
United Kingdom,15607.0,4719,1,104.76,1,1,1,111,Bronze
United Kingdom,15608.0,4411,4,1093.68,4,4,4,444,Platinum
United Kingdom,15609.0,4567,1,298.48,1,1,2,112,Bronze
United Kingdom,15610.0,4434,1,112.46000000000001,3,1,1,311,Gold
United Kingdom,15611.0,4392,13,1591.45,5,5,4,554,Titanium
United Kingdom,15612.0,4419,2,195.15,3,3,1,331,Gold
United Kingdom,15615.0,4393,23,10399.74,5,5,5,555,Titanium
United Kingdom,15618.0,4415,4,776.851,4,4,3,443,Platinum
United Kingdom,15619.0,4393,1,336.40000000000003,5,1,2,512,Titanium
United Kingdom,15620.0,4439,3,1553.18,3,3,4,334,Gold
United Kingdom,15621.0,4387,4,1529.9099999999999,5,4,4,544,Titanium
United Kingdom,15622.0,4426,9,3709.56,3,5,5,355,Gold
United Kingdom,15623.0,4524,1,301.03,2,1,2,212,Silver
United Kingdom,15624.0,4499,4,588.13,2,4,3,243,Silver
United Kingdom,15625.0,4486,4,1534.26,2,4,4,244,Silver
United Kingdom,15626.0,4457,2,675.8,2,3,3,233,Silver
United Kingdom,15628.0,4387,9,2870.2400000000002,5,5,5,555,Titanium
United Kingdom,15630.0,4428,2,1186.35,3,3,4,334,Gold
United Kingdom,15632.0,4398,8,3285.31,4,5,5,455,Platinum
United Kingdom,15634.0,4400,1,243.55,4,1,1,411,Platinum
United Kingdom,15636.0,4472,2,724.76,2,3,3,233,Silver
United Kingdom,15637.0,4435,1,223.36,3,1,1,311,Gold
United Kingdom,15639.0,4517,1,425.32,2,1,2,212,Silver
United Kingdom,15640.0,4387,15,12509.5,5,5,5,555,Titanium
United Kingdom,15641.0,4488,4,1887.2,2,4,4,244,Silver
United Kingdom,15643.0,4574,3,664.0,1,3,3,133,Bronze
United Kingdom,15644.0,4549,4,832.55,2,4,3,243,Silver
United Kingdom,15645.0,4401,1,634.96,4,1,3,413,Platinum
United Kingdom,15646.0,4540,3,447.64000000000004,2,3,2,232,Silver
United Kingdom,15648.0,4587,2,639.5,1,3,3,133,Bronze
United Kingdom,15649.0,4719,2,816.0,1,3,3,133,Bronze
United Kingdom,15651.0,4419,3,646.3,3,3,3,333,Gold
United Kingdom,15652.0,4474,1,337.74,2,1,2,212,Silver
United Kingdom,15653.0,4475,2,877.4399999999999,2,3,3,233,Silver
United Kingdom,15654.0,4392,2,922.53,5,3,3,533,Titanium
United Kingdom,15655.0,4626,1,560.6700000000001,1,1,3,113,Bronze
United Kingdom,15656.0,4428,4,748.5,3,4,3,343,Gold
United Kingdom,15657.0,4405,1,30.0,4,1,1,411,Platinum
United Kingdom,15658.0,4573,5,1024.1000000000001,1,4,4,144,Bronze
United Kingdom,15659.0,4426,1,306.45,3,1,2,312,Gold
United Kingdom,15660.0,4408,9,1600.86,4,5,4,454,Platinum
United Kingdom,15661.0,4700,2,309.8,1,3,2,132,Bronze
United Kingdom,15663.0,4489,1,138.14,2,1,1,211,Silver
United Kingdom,15664.0,4433,1,386.43,3,1,2,312,Gold
United Kingdom,15665.0,4551,2,2222.21,2,3,5,235,Silver
United Kingdom,15667.0,4422,1,301.32,3,1,2,312,Gold
United Kingdom,15668.0,4600,1,76.32000000000001,1,1,1,111,Bronze
United Kingdom,15669.0,4423,4,684.34,3,4,3,343,Gold
United Kingdom,15670.0,4679,1,173.05,1,1,1,111,Bronze
United Kingdom,15671.0,4401,7,2657.13,4,5,5,455,Platinum
United Kingdom,15673.0,4471,4,3831.0699999999997,2,4,5,245,Silver
United Kingdom,15674.0,4456,5,2446.6,2,4,5,245,Silver
United Kingdom,15675.0,4464,3,323.69,2,3,2,232,Silver
United Kingdom,15676.0,4401,3,3435.76,4,3,5,435,Platinum
United Kingdom,15677.0,4432,1,657.23,3,1,3,313,Gold
United Kingdom,15678.0,4435,1,352.70000000000005,3,1,2,312,Gold
United Kingdom,15679.0,4407,4,781.28,4,4,3,443,Platinum
United Kingdom,15680.0,4392,3,1333.68,5,3,4,534,Titanium
United Kingdom,15681.0,4408,5,1426.16,4,4,4,444,Platinum
United Kingdom,15683.0,4500,1,193.75,2,1,1,211,Silver
United Kingdom,15687.0,4391,9,2993.1,5,5,5,555,Titanium
United Kingdom,15689.0,4502,2,254.1,2,3,2,232,Silver
United Kingdom,15690.0,4387,2,239.76,5,3,1,531,Titanium
United Kingdom,15691.0,4635,1,136.8,1,1,1,111,Bronze
United Kingdom,15692.0,4411,1,191.04,4,1,1,411,Platinum
United Kingdom,15694.0,4383,14,6479.4,5,5,5,555,Titanium
United Kingdom,15695.0,4649,2,409.98,1,3,2,132,Bronze
United Kingdom,15696.0,4416,8,2787.4700000000003,3,5,5,355,Gold
United Kingdom,15699.0,4400,1,309.65,4,1,2,412,Platinum
United Kingdom,15700.0,4555,2,712.93,2,3,3,233,Silver
United Kingdom,15701.0,4385,4,1573.53,5,4,4,544,Titanium
United Kingdom,15703.0,4647,1,211.5,1,1,1,111,Bronze
United Kingdom,15704.0,4523,4,2325.12,2,4,5,245,Silver
United Kingdom,15705.0,4584,1,143.1,1,1,1,111,Bronze
United Kingdom,15706.0,4446,4,1060.56,3,4,4,344,Gold
United Kingdom,15707.0,4418,4,976.67,3,4,4,344,Gold
United Kingdom,15708.0,4423,7,3360.77,3,5,5,355,Gold
United Kingdom,15709.0,4666,1,133.25,1,1,1,111,Bronze
United Kingdom,15712.0,4392,5,1072.3600000000001,5,4,4,544,Titanium
United Kingdom,15713.0,4526,2,356.7,2,3,2,232,Silver
United Kingdom,15714.0,4394,2,330.03,5,3,2,532,Titanium
United Kingdom,15716.0,4528,4,1147.52,2,4,4,244,Silver
United Kingdom,15717.0,4617,1,150.3,1,1,1,111,Bronze
United Kingdom,15719.0,4415,13,5057.27,4,5,5,455,Platinum
United Kingdom,15720.0,4407,1,598.73,4,1,3,413,Platinum
United Kingdom,15721.0,4394,1,500.27000000000004,5,1,3,513,Titanium
United Kingdom,15722.0,4418,5,2260.16,3,4,5,345,Gold
United Kingdom,15723.0,4747,1,193.25,1,1,1,111,Bronze
United Kingdom,15724.0,4584,2,218.25,1,3,1,131,Bronze
United Kingdom,15725.0,4398,1,415.25,4,1,2,412,Platinum
United Kingdom,15727.0,4399,7,5289.76,4,5,5,455,Platinum
United Kingdom,15729.0,4595,1,85.0,1,1,1,111,Bronze
United Kingdom,15730.0,4448,3,1120.88,3,4,4,344,Gold
United Kingdom,15732.0,4595,2,294.12,1,3,2,132,Bronze
United Kingdom,15733.0,4665,1,162.3,1,1,1,111,Bronze
United Kingdom,15734.0,4497,2,1339.45,2,3,4,234,Silver
United Kingdom,15737.0,4397,8,1188.1200000000001,5,5,4,554,Titanium
United Kingdom,15738.0,4401,16,4862.42,4,5,5,455,Platinum
United Kingdom,15739.0,4449,1,449.12,3,2,2,322,Gold
United Kingdom,15740.0,4432,1,154.88,3,2,1,321,Gold
United Kingdom,15743.0,4399,4,786.49,4,4,3,443,Platinum
United Kingdom,15744.0,4460,1,34.8,2,2,1,221,Silver
United Kingdom,15745.0,4402,4,1094.5900000000001,4,4,4,444,Platinum
United Kingdom,15746.0,4517,1,196.88,2,2,1,221,Silver
United Kingdom,15747.0,4395,3,973.18,5,4,4,544,Titanium
United Kingdom,15748.0,4423,1,163.11,3,2,1,321,Gold
United Kingdom,15749.0,4618,3,44534.3,1,4,5,145,Bronze
United Kingdom,15750.0,4385,8,2477.2,5,5,5,555,Titanium
United Kingdom,15752.0,4422,7,2699.29,3,5,5,355,Gold
United Kingdom,15753.0,4687,1,79.2,1,2,1,121,Bronze
United Kingdom,15754.0,4434,3,458.57,3,4,2,342,Gold
United Kingdom,15755.0,4393,6,2364.25,5,5,5,555,Titanium
United Kingdom,15756.0,4444,4,529.18,3,4,3,343,Gold
United Kingdom,15757.0,4448,2,714.42,3,3,3,333,Gold
United Kingdom,15758.0,4407,1,205.25,4,2,1,421,Platinum
United Kingdom,15759.0,4601,3,253.04,1,4,2,142,Bronze
United Kingdom,15762.0,4448,2,583.75,3,3,3,333,Gold
United Kingdom,15763.0,4414,2,1086.92,4,3,4,434,Platinum
United Kingdom,15764.0,4471,6,3279.97,2,5,5,255,Silver
United Kingdom,15766.0,4447,1,315.06,3,2,2,322,Gold
United Kingdom,15768.0,4498,3,621.83,2,4,3,243,Silver
United Kingdom,15769.0,4390,26,56252.72,5,5,5,555,Titanium
United Kingdom,15773.0,4388,1,635.6800000000001,5,2,3,523,Titanium
United Kingdom,15774.0,4451,1,270.8,3,2,2,322,Gold
United Kingdom,15775.0,4628,1,104.9,1,2,1,121,Bronze
United Kingdom,15776.0,4516,1,241.62,2,2,1,221,Silver
United Kingdom,15777.0,4624,4,1047.11,1,4,4,144,Bronze
United Kingdom,15780.0,4566,3,475.28000000000003,1,4,2,142,Bronze
United Kingdom,15781.0,4408,3,345.46,4,4,2,442,Platinum
United Kingdom,15782.0,4392,3,2614.7400000000002,5,4,5,545,Titanium
United Kingdom,15783.0,4393,1,246.3,5,2,1,521,Titanium
United Kingdom,15785.0,4415,5,2328.97,4,4,5,445,Platinum
United Kingdom,15786.0,4429,3,4919.0,3,4,5,345,Gold
United Kingdom,15787.0,4409,3,960.18,4,4,4,444,Platinum
United Kingdom,15789.0,4741,1,351.3,1,2,2,122,Bronze
United Kingdom,15790.0,4393,1,218.75,5,2,1,521,Titanium
United Kingdom,15791.0,4426,2,1612.69,3,3,4,334,Gold
United Kingdom,15793.0,4397,3,965.61,5,4,4,544,Titanium
United Kingdom,15795.0,4532,1,610.01,2,2,3,223,Silver
United Kingdom,15796.0,4384,8,2717.11,5,5,5,555,Titanium
United Kingdom,15797.0,4496,4,2207.4,2,4,5,245,Silver
United Kingdom,15799.0,4458,3,907.96,2,4,3,243,Silver
United Kingdom,15800.0,4490,2,696.89,2,3,3,233,Silver
United Kingdom,15801.0,4429,3,1063.95,3,4,4,344,Gold
United Kingdom,15802.0,4525,1,451.42,2,2,2,222,Silver
United Kingdom,15803.0,4434,1,415.82000000000005,3,2,2,322,Gold
United Kingdom,15804.0,4383,13,4206.39,5,5,5,555,Titanium
United Kingdom,15805.0,4406,17,5488.18,4,5,5,455,Platinum
United Kingdom,15806.0,4429,3,784.58,3,4,3,343,Gold
United Kingdom,15807.0,4433,3,903.9,3,4,3,343,Gold
