R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
4412,12,2621.13,4,5,5,455,Platinum
4409,5,920.51,4,4,3,443,Platinum
4387,15,7060.13,5,5,5,555,Titanium
4400,1,427.98,4,1,2,412,Platinum
4402,6,4147.96,4,5,5,455,Platinum
4448,2,1266.08,3,3,4,334,Gold
4596,1,311.3,1,1,2,112,Bronze
4395,6,864.11,5,5,3,553,Titanium
4413,1,76.8,4,1,1,411,Platinum
4425,9,3466.36,3,5,5,355,Gold
4386,6,2321.4900000000002,5,5,5,555,Titanium
4398,5,1393.69,4,4,4,444,Platinum
4393,12,3901.81,5,5,5,555,Titanium
4594,1,635.66,1,1,3,113,Bronze
4428,3,2043.08,3,3,4,334,Gold
4517,2,529.73,2,3,3,233,Silver
4426,7,4582.64,3,5,5,355,Gold
4392,5,2874.72,5,4,5,545,Titanium
4498,3,962.19,2,3,4,234,Silver
4581,2,695.61,1,3,3,133,Bronze
4660,1,328.8,1,1,2,112,Bronze
4493,3,473.02,2,3,2,232,Silver
4460,1,505.18,2,1,3,213,Silver
4435,1,917.34,3,1,3,313,Gold
4429,3,1421.61,3,3,4,334,Gold
4399,2,642.8,4,3,3,433,Platinum
4538,3,631.9,2,3,3,233,Silver
4608,1,440.0,1,1,2,112,Bronze
4390,2,584.07,5,3,3,533,Titanium
4504,2,327.7,2,3,2,232,Silver
4443,1,104.82,3,1,1,311,Gold
4446,2,467.66,3,3,2,332,Gold
4401,8,2376.69,4,5,5,455,Platinum
4390,19,17286.86,5,5,5,555,Titanium
4385,11,2975.59,5,5,5,555,Titanium
4405,3,652.64,4,3,3,433,Platinum
4411,5,1438.17,4,4,4,444,Platinum
4667,1,626.65,1,1,3,113,Bronze
4559,2,147.20000000000002,2,3,1,231,Silver
4461,3,1560.38,2,3,4,234,Silver
4416,1,152.2,3,1,1,311,Gold
4423,12,3732.4700000000003,3,5,5,355,Gold
4649,1,141.41,1,1,1,111,Bronze
4409,4,646.42,4,4,3,443,Platinum
4492,4,1659.75,2,4,4,244,Silver
4667,1,154.99,1,1,1,111,Bronze
4391,5,1308.6100000000001,5,4,4,544,Titanium
4688,1,421.63,1,1,2,112,Bronze
4399,4,5606.62,4,4,5,445,Platinum
4414,2,746.36,4,3,3,433,Platinum
4383,23,15663.49,5,5,5,555,Titanium
4402,1,225.35999999999999,4,1,1,411,Platinum
4507,2,385.25,2,3,2,232,Silver
4448,1,92.46000000000001,3,1,1,311,Gold
4489,1,725.64,2,1,3,213,Silver
4384,23,8338.41,5,5,5,555,Titanium
4406,17,6211.66,4,5,5,455,Platinum
4649,1,183.6,1,1,1,111,Bronze
4387,19,6140.42,5,5,5,555,Titanium
4392,12,10464.85,5,5,5,555,Titanium
4412,5,1398.61,4,4,4,444,Platinum
4649,1,152.55,1,1,1,111,Bronze
4446,2,374.7,3,3,2,332,Gold
4703,1,288.95,1,1,2,112,Bronze
4386,8,1443.33,5,5,4,554,Titanium
4415,1,151.04,4,1,1,411,Platinum
4387,3,942.26,5,3,3,533,Titanium
4512,1,123.67,2,1,1,211,Silver
4423,5,499.42,3,4,3,343,Gold
4484,6,1049.37,2,5,4,254,Silver
4507,1,375.1,2,1,2,212,Silver
4415,1,45.599999999999994,4,1,1,411,Platinum
4685,2,964.27,1,3,4,134,Bronze
4747,1,190.05,1,1,1,111,Bronze
4387,9,1002.9,5,5,4,554,Titanium
4385,18,4457.68,5,5,5,555,Titanium
4385,1,239.69,5,1,1,511,Titanium
4393,13,50491.81,5,5,5,555,Titanium
4439,1,158.75,3,1,1,311,Gold
4707,1,76.32000000000001,1,1,1,111,Bronze
4390,14,4076.91,5,5,5,555,Titanium
4395,1,457.11,5,1,2,512,Titanium
4387,17,65940.74,5,5,5,555,Titanium
4419,1,147.35,3,1,1,311,Gold
4399,11,3104.17,4,5,5,455,Platinum
4520,1,194.8,2,1,1,211,Silver
4456,6,5976.79,2,5,5,255,Silver
4388,5,1224.3799999999999,5,4,4,544,Titanium
4537,2,216.20999999999998,2,3,1,231,Silver
4622,1,1266.23,1,1,4,114,Bronze
4434,7,2703.23,3,5,5,355,Gold
4413,2,597.91,4,3,3,433,Platinum
4455,1,144.2,2,1,1,211,Silver
4386,12,5683.15,5,5,5,555,Titanium
4397,4,692.85,5,4,3,543,Titanium
4405,7,2915.15,4,5,5,455,Platinum
4386,4,1840.42,5,4,4,544,Titanium
4656,2,386.53,1,3,2,132,Bronze
4402,5,1382.74,4,4,4,444,Platinum
4526,1,90.0,2,1,1,211,Silver
4386,4,2780.15,5,4,5,545,Titanium
4467,1,611.0999999999999,2,1,3,213,Silver
4393,3,2720.63,5,3,5,535,Titanium
4390,3,706.1300000000001,5,3,3,533,Titanium
4505,3,709.71,2,3,3,233,Silver
4443,2,637.5,3,3,3,333,Gold
4384,5,1123.86,5,4,4,544,Titanium
4702,1,480.91,1,1,2,112,Bronze
4385,11,3586.0299999999997,5,5,5,555,Titanium
4512,3,605.64,2,3,3,233,Silver
4384,15,4690.31,5,5,5,555,Titanium
4384,2,965.8800000000001,5,3,4,534,Titanium
4429,1,415.82,3,1,2,312,Gold
4386,2,935.05,5,3,3,533,Titanium
4385,4,915.13,5,4,3,543,Titanium
4756,1,311.81,1,1,2,112,Bronze
4516,1,115.8,2,1,1,211,Silver
4429,4,3742.2,3,4,5,345,Gold
4391,5,4191.0,5,4,5,545,Titanium
4461,2,483.4,2,3,2,232,Silver
4616,1,157.2,1,1,1,111,Bronze
4603,1,446.62,1,1,2,112,Bronze
4418,2,658.64,3,3,3,333,Gold
4458,2,621.29,2,3,3,233,Silver
4622,2,1345.62,1,3,4,134,Bronze
4649,1,118.75,1,1,1,111,Bronze
4402,2,428.79,4,3,2,432,Platinum
4423,1,507.66,3,1,3,313,Gold
4402,11,4861.28,4,5,5,455,Platinum
4598,3,1139.69,1,3,4,134,Bronze
4556,2,289.36,2,3,2,232,Silver
4470,4,2445.91,2,4,5,245,Silver
4453,2,1631.77,3,3,4,334,Gold
4658,1,128.09,1,1,1,111,Bronze
4422,4,605.09,3,4,3,343,Gold
4481,1,366.28,2,1,2,212,Silver
4393,4,450.84000000000003,5,4,2,542,Titanium
4416,1,134.46,3,1,1,311,Gold
4442,3,3222.3,3,3,5,335,Gold
4680,4,576.9000000000001,1,4,3,143,Bronze
4469,4,549.46,2,4,3,243,Silver
4391,7,1630.26,5,5,4,554,Titanium
4423,2,809.12,3,3,3,333,Gold
4393,25,4748.52,5,5,5,555,Titanium
4449,1,452.89,3,1,2,312,Gold
4714,1,197.65,1,1,1,111,Bronze
4413,6,2054.36,4,5,4,454,Platinum
4385,15,4654.08,5,5,5,555,Titanium
4384,13,4684.76,5,5,5,555,Titanium
4450,2,853.39,3,3,3,333,Gold
4387,21,11349.52,5,5,5,555,Titanium
4584,2,1012.0,1,3,4,134,Bronze
4489,1,335.52,2,1,2,212,Silver
4401,4,701.4,4,4,3,443,Platinum
4601,1,185.39999999999998,1,1,1,111,Bronze
4443,7,747.4399999999999,3,5,3,353,Gold
4385,1,163.54,5,1,1,511,Titanium
4399,2,466.7,4,3,2,432,Platinum
4622,1,328.15999999999997,1,1,2,112,Bronze
4477,1,151.74,2,1,1,211,Silver
4393,6,2073.43,5,5,5,555,Titanium
4488,6,1905.8400000000001,2,5,4,254,Silver
4436,9,2241.1,3,5,5,355,Gold
4472,1,1070.48,2,1,4,214,Silver
4413,5,1004.38,4,4,4,444,Platinum
4394,6,1789.72,5,5,4,554,Titanium
4386,4,1839.3,5,4,4,544,Titanium
4384,17,2004.98,5,5,4,554,Titanium
4425,1,169.48000000000002,3,1,1,311,Gold
4387,1,89.94,5,1,1,511,Titanium
4630,2,632.4,1,3,3,133,Bronze
4425,9,3432.7999999999997,3,5,5,355,Gold
4560,1,683.17,2,1,3,213,Silver
4475,3,991.13,2,3,4,234,Silver
4493,4,1020.68,2,4,4,244,Silver
4411,5,2244.67,4,4,5,445,Platinum
4409,10,3350.96,4,5,5,455,Platinum
4434,3,1547.2,3,3,4,334,Gold
4566,3,925.71,1,3,3,133,Bronze
4425,5,2048.07,3,4,4,344,Gold
4432,4,1462.72,3,4,4,344,Gold
4405,4,788.49,4,4,3,443,Platinum
4458,5,3144.86,2,4,5,245,Silver
4463,2,490.85999999999996,2,3,2,232,Silver
4756,1,161.0,1,1,1,111,Bronze
4709,1,146.85,1,1,1,111,Bronze
4426,11,2380.85,3,5,5,355,Gold
4413,2,890.34,4,3,3,433,Platinum
4566,1,213.70000000000002,1,1,1,111,Bronze
4617,2,280.55,1,3,2,132,Bronze
4391,10,2588.77,5,5,5,555,Titanium
4602,2,1693.45,1,3,4,134,Bronze
4493,3,1474.06,2,3,4,234,Silver
4661,1,143.37,1,1,1,111,Bronze
4701,1,302.58,1,1,2,112,Bronze
4390,3,1904.05,5,3,4,534,Titanium
4384,5,2879.7000000000003,5,4,5,545,Titanium
4643,2,969.0600000000001,1,3,4,134,Bronze
4447,5,3099.7200000000003,3,4,5,345,Gold
4392,9,12669.98,5,5,5,555,Titanium
4524,1,120.0,2,1,1,211,Silver
4433,2,1163.45,3,3,4,334,Gold
4391,8,2618.23,5,5,5,555,Titanium
4537,2,333.97,2,3,2,232,Silver
4545,3,1516.24,2,3,4,234,Silver
4714,1,492.65000000000003,1,1,2,112,Bronze
4608,1,112.32,1,1,1,111,Bronze
4456,2,437.96,2,3,2,232,Silver
4434,4,559.97,3,4,3,343,Gold
4481,3,1119.74,2,3,4,234,Silver
4579,1,134.04,1,1,1,111,Bronze
4386,15,3701.44,5,5,5,555,Titanium
4413,2,595.25,4,3,3,433,Platinum
4404,4,1910.01,4,4,4,444,Platinum
4406,3,4628.75,4,3,5,435,Platinum
4391,3,176.63,5,3,1,531,Titanium
4596,1,426.6,1,1,2,112,Bronze
4391,6,911.26,5,5,3,553,Titanium
4394,5,2314.65,5,4,5,545,Titanium
4384,11,3883.25,5,5,5,555,Titanium
4390,9,4871.93,5,5,5,555,Titanium
4386,4,1046.56,5,4,4,544,Titanium
4423,1,166.20000000000002,3,1,1,311,Gold
4400,4,1305.33,4,4,4,444,Platinum
4391,44,51527.3,5,5,5,555,Titanium
4391,9,3965.62,5,5,5,555,Titanium
4401,1,43.2,4,1,1,411,Platinum
4500,1,640.14,2,1,3,213,Silver
4605,1,383.45,1,1,2,112,Bronze
4454,3,1858.96,3,3,4,334,Gold
4434,2,2093.32,3,3,5,335,Gold
4471,6,2995.72,2,5,5,255,Silver
4391,9,2352.53,5,5,5,555,Titanium
4625,1,310.26,1,1,2,112,Bronze
4429,6,1611.59,3,5,4,354,Gold
4489,1,120.0,2,1,1,211,Silver
4427,6,2481.13,3,5,5,355,Gold
4447,1,508.58,3,1,3,313,Gold
4589,2,477.79,1,3,2,132,Bronze
4393,5,1530.75,5,4,4,544,Titanium
4497,2,605.0600000000001,2,3,3,233,Silver
4625,1,183.85000000000002,1,1,1,111,Bronze
4546,1,311.65,2,1,2,212,Silver
4400,7,4975.24,4,5,5,455,Platinum
4507,2,462.66,2,3,2,232,Silver
4405,3,857.91,4,3,3,433,Platinum
4450,1,415.2,3,1,2,312,Gold
4399,8,2552.21,4,5,5,455,Platinum
4399,4,1614.91,4,4,4,444,Platinum
4544,2,588.22,2,3,3,233,Silver
4625,1,309.52,1,1,2,112,Bronze
4601,1,134.7,1,1,1,111,Bronze
4428,8,2270.4,3,5,5,355,Gold
4404,4,668.5600000000001,4,4,3,443,Platinum
4510,8,898.7800000000001,2,5,3,253,Silver
4421,1,108.97999999999999,3,1,1,311,Gold
4503,2,1021.58,2,3,4,234,Silver
4643,1,409.57,1,1,2,112,Bronze
4393,1,133.5,5,1,1,511,Titanium
4657,1,282.93,1,1,2,112,Bronze
4547,1,51.0,2,1,1,211,Silver
4540,4,1185.16,2,4,4,244,Silver
4598,1,90.6,1,1,1,111,Bronze
4388,2,163.62,5,3,1,531,Titanium
4748,1,174.4,1,1,1,111,Bronze
4462,2,701.23,2,3,3,233,Silver
4426,1,227.46,3,1,1,311,Gold
4402,3,912.18,4,3,3,433,Platinum
4414,4,2118.03,4,4,5,445,Platinum
4405,1,151.5,4,1,1,411,Platinum
4491,8,3717.35,2,5,5,255,Silver
4391,16,9257.52,5,5,5,555,Titanium
4702,1,155.0,1,1,1,111,Bronze
4678,1,100.5,1,1,1,111,Bronze
4741,1,76.55,1,1,1,111,Bronze
4568,1,286.21,1,1,2,112,Bronze
4574,2,617.05,1,3,3,133,Bronze
4427,2,401.25,3,3,2,332,Gold
4435,1,202.68,3,1,1,311,Gold
4409,1,646.0,4,1,3,413,Platinum
4421,3,1247.69,3,3,4,334,Gold
4392,3,202.11,5,3,1,531,Titanium
4679,1,142.4,1,1,1,111,Bronze
4415,3,1738.1,4,3,4,434,Platinum
4393,8,3212.84,5,5,5,555,Titanium
4448,2,1043.46,3,3,4,334,Gold
4393,9,4671.47,5,5,5,555,Titanium
4601,1,67.95,1,1,1,111,Bronze
4385,9,3623.91,5,5,5,555,Titanium
4448,2,487.99,3,3,2,332,Gold
4385,19,2612.96,5,5,5,555,Titanium
4532,1,574.7,2,1,3,213,Silver
4387,13,4051.48,5,5,5,555,Titanium
4513,4,1475.81,2,4,4,244,Silver
4416,6,1453.07,3,5,4,354,Gold
4502,1,156.75,2,1,1,211,Silver
4490,6,2157.73,2,5,5,255,Silver
4393,7,2704.03,5,5,5,555,Titanium
4454,6,2059.4500000000003,3,5,4,354,Gold
4475,9,1135.92,2,5,4,254,Silver
4693,1,1063.0,1,1,4,114,Bronze
4425,2,770.03,3,3,3,333,Gold
4745,1,121.05,1,1,1,111,Bronze
4474,7,1496.98,2,5,4,254,Silver
4384,13,5958.9,5,5,5,555,Titanium
4405,2,490.22,4,3,2,432,Platinum
4386,3,1943.6,5,3,4,534,Titanium
4393,6,1075.49,5,5,4,554,Titanium
4482,1,387.52,2,1,2,212,Silver
4440,2,813.11,3,3,3,333,Gold
4383,6,4263.64,5,5,5,555,Titanium
4601,1,265.2,1,1,2,112,Bronze
4400,1,322.08,4,1,2,412,Platinum
4406,10,4481.67,4,5,5,455,Platinum
4433,2,363.34000000000003,3,3,2,332,Gold
4390,5,1259.66,5,4,4,544,Titanium
4685,1,470.36,1,1,2,112,Bronze
4392,6,2265.84,5,5,5,555,Titanium
4404,6,1372.8,4,5,4,454,Platinum
4481,1,89.06,2,1,1,211,Silver
4748,1,63.0,1,1,1,111,Bronze
4689,1,131.9,1,1,1,111,Bronze
4391,5,2357.6800000000003,5,4,5,545,Titanium
4383,4,1712.89,5,4,4,544,Titanium
4436,4,1420.2,3,4,4,344,Gold
4383,4,1122.0,5,4,4,544,Titanium
4401,5,1163.23,4,4,4,444,Platinum
4392,2,375.35,5,3,2,532,Titanium
4401,4,963.82,4,4,4,444,Platinum
4563,3,483.25,1,3,2,132,Bronze
4443,2,667.84,3,3,3,333,Gold
4393,2,269.86,5,3,2,532,Titanium
4573,1,119.93,1,1,1,111,Bronze
4388,9,3191.35,5,5,5,555,Titanium
4693,1,113.64,1,1,1,111,Bronze
4538,1,1837.92,2,1,4,214,Silver
4493,3,434.34,2,3,2,232,Silver
4531,3,2103.06,2,3,5,235,Silver
4449,11,2040.33,3,5,4,354,Gold
4481,3,529.62,2,3,3,233,Silver
4629,3,1092.74,1,3,4,134,Bronze
4412,7,2272.4,4,5,5,455,Platinum
4400,4,598.8100000000001,4,4,3,443,Platinum
4394,2,461.19,5,3,2,532,Titanium
4486,8,1930.9,2,5,4,254,Silver
4457,2,234.34,2,3,1,231,Silver
4429,1,547.66,3,1,3,313,Gold
4454,3,925.85,3,3,3,333,Gold
4640,1,193.0,1,1,1,111,Bronze
4402,4,1309.6,4,4,4,444,Platinum
4636,2,316.25,1,3,2,132,Bronze
4394,1,279.05,5,1,2,512,Titanium
4547,2,636.51,2,3,3,233,Silver
4401,6,2065.5,4,5,4,454,Platinum
4664,1,137.1,1,1,1,111,Bronze
4433,1,321.92,3,1,2,312,Gold
4421,1,172.79,3,1,1,311,Gold
4409,6,1221.18,4,5,4,454,Platinum
4450,1,1064.28,3,1,4,314,Gold
4590,1,463.38,1,1,2,112,Bronze
4558,2,340.93,2,3,2,232,Silver
4390,5,2383.2400000000002,5,4,5,545,Titanium
4408,1,139.56,4,1,1,411,Platinum
4433,2,123.8,3,3,1,331,Gold
4694,2,538.8100000000001,1,3,3,133,Bronze
4692,1,475.37,1,1,2,112,Bronze
4425,5,1966.17,3,4,4,344,Gold
4409,3,847.4300000000001,4,3,3,433,Platinum
4471,3,501.15,2,3,3,233,Silver
4566,2,251.21,1,3,1,131,Bronze
4402,11,2517.63,4,5,5,455,Platinum
4386,6,3543.26,5,5,5,555,Titanium
4430,4,673.26,3,4,3,343,Gold
4400,8,6182.58,4,5,5,455,Platinum
4400,5,2026.44,4,4,4,444,Platinum
4406,6,1367.88,4,5,4,454,Platinum
4405,2,275.52,4,3,2,432,Platinum
4394,5,1314.81,5,4,4,544,Titanium
4570,2,275.28,1,3,2,132,Bronze
4483,3,455.59000000000003,2,3,2,232,Silver
4444,3,1068.05,3,3,4,334,Gold
4400,6,2076.89,4,5,5,455,Platinum
4416,2,330.45,3,3,2,332,Gold
4447,1,174.37,3,1,1,311,Gold
4384,2,270.6,5,3,2,532,Titanium
4407,4,974.54,4,4,4,444,Platinum
4491,1,241.09,2,1,1,211,Silver
4414,9,1854.33,4,5,4,454,Platinum
4402,9,4328.01,4,5,5,455,Platinum
4385,55,8507.13,5,5,5,555,Titanium
4420,1,364.21999999999997,3,1,2,312,Gold
4443,3,618.39,3,3,3,333,Gold
4408,6,2870.36,4,5,5,455,Platinum
4619,4,932.85,1,4,3,143,Bronze
4407,7,1949.72,4,5,4,454,Platinum
4385,18,4630.04,5,5,5,555,Titanium
4443,3,2897.7000000000003,3,3,5,335,Gold
4642,1,170.95,1,1,1,111,Bronze
4440,1,355.56,3,1,2,312,Gold
4447,2,388.25,3,3,2,332,Gold
4398,2,537.48,4,3,3,433,Platinum
4392,3,1029.16,5,3,4,534,Titanium
4441,8,1632.65,3,5,4,354,Gold
4568,1,103.25,1,1,1,111,Bronze
4411,16,3636.18,4,5,5,455,Platinum
4407,2,2010.9,4,3,4,434,Platinum
4388,5,2633.18,5,4,5,545,Titanium
4386,8,4069.21,5,5,5,555,Titanium
4533,2,652.8,2,3,3,233,Silver
4694,1,289.24,1,1,2,112,Bronze
4393,2,772.12,5,3,3,533,Titanium
4401,2,186.23,4,3,1,431,Platinum
4534,1,164.22,2,1,1,211,Silver
4402,5,860.53,4,4,3,443,Platinum
4393,4,2492.7200000000003,5,4,5,545,Titanium
4440,2,312.54,3,3,2,332,Gold
4468,1,788.38,2,1,3,213,Silver
4390,22,2237.77,5,5,5,555,Titanium
4458,3,1080.76,2,3,4,234,Silver
4386,18,5120.82,5,5,5,555,Titanium
4478,4,3099.12,2,4,5,245,Silver
4439,2,1530.3600000000001,3,3,4,334,Gold
4384,1,244.64,5,1,1,511,Titanium
4663,2,218.06,1,3,1,131,Bronze
4386,7,2976.2400000000002,5,5,5,555,Titanium
4562,9,1676.6200000000001,2,5,4,254,Silver
4755,1,35.400000000000006,1,1,1,111,Bronze
4395,4,914.91,5,4,3,543,Titanium
4386,1,168.63,5,1,1,511,Titanium
4399,1,152.35,4,1,1,411,Platinum
4423,1,114.11000000000001,3,1,1,311,Gold
4388,5,1081.2,5,4,4,544,Titanium
4552,4,1033.06,2,4,4,244,Silver
4433,1,157.05,3,1,1,311,Gold
4659,1,237.36,1,1,1,111,Bronze
4401,9,1602.04,4,5,4,454,Platinum
4754,1,39.75,1,1,1,111,Bronze
4398,4,1409.07,4,4,4,444,Platinum
4418,3,561.24,3,3,3,333,Gold
4404,3,668.02,4,3,3,433,Platinum
4390,2,373.2,5,3,2,532,Titanium
4402,6,1740.6,4,5,4,454,Platinum
4394,2,905.72,5,3,3,533,Titanium
4427,1,226.92,3,1,1,311,Gold
4688,1,393.33,1,1,2,112,Bronze
4393,1,213.96,5,1,1,511,Titanium
4657,1,660.0,1,1,3,113,Bronze
4384,93,12161.37,5,5,5,555,Titanium
4398,14,16965.5,4,5,5,455,Platinum
4387,4,1785.15,5,4,4,544,Titanium
4455,4,601.56,2,4,3,243,Silver
4625,3,406.08000000000004,1,3,2,132,Bronze
4392,3,650.04,5,3,3,533,Titanium
4628,1,394.44,1,1,2,112,Bronze
4588,2,412.78000000000003,1,3,2,132,Bronze
4384,5,1788.3600000000001,5,4,4,544,Titanium
4567,1,320.58000000000004,1,1,2,112,Bronze
4415,5,888.9,4,4,3,443,Platinum
4440,2,225.85,3,3,1,331,Gold
4579,2,899.63,1,3,3,133,Bronze
4406,4,2791.27,4,4,5,445,Platinum
4474,2,671.96,2,3,3,233,Silver
4387,2,965.23,5,3,4,534,Titanium
4433,3,1006.98,3,3,4,334,Gold
4645,1,114.56,1,1,1,111,Bronze
4649,1,344.90000000000003,1,1,2,112,Bronze
4419,2,609.85,3,3,3,333,Gold
4433,1,443.6,3,1,2,312,Gold
4435,6,2984.49,3,5,5,355,Gold
4407,6,2107.38,4,5,5,455,Platinum
4404,1,110.46,4,1,1,411,Platinum
4441,1,96.12,3,1,1,311,Gold
4553,2,693.8100000000001,2,3,3,233,Silver
4450,2,830.76,3,3,3,333,Gold
4539,2,597.09,2,3,3,233,Silver
4584,1,270.15000000000003,1,1,2,112,Bronze
4387,4,1461.65,5,4,4,544,Titanium
4450,2,653.75,3,3,3,333,Gold
4460,1,114.17999999999999,2,1,1,211,Silver
4384,7,1930.8,5,5,4,554,Titanium
4391,4,1932.23,5,4,4,544,Titanium
4552,2,305.75,2,3,2,232,Silver
4400,4,919.72,4,4,3,443,Platinum
4388,2,247.15,5,3,1,531,Titanium
4391,9,2561.28,5,5,5,555,Titanium
4469,2,285.74,2,3,2,232,Silver
4409,1,107.95,4,1,1,411,Platinum
4411,4,770.98,4,4,3,443,Platinum
4402,2,661.23,4,3,3,433,Platinum
4443,5,1835.7,3,4,4,344,Gold
4407,1,195.25,4,1,1,411,Platinum
4393,25,9351.6,5,5,5,555,Titanium
4624,3,1293.98,1,3,4,134,Bronze
4663,2,409.3,1,3,2,132,Bronze
4617,2,765.55,1,3,3,133,Bronze
4386,5,1736.4,5,4,4,544,Titanium
4399,1,658.11,4,1,3,413,Platinum
4414,6,2548.2400000000002,4,5,5,455,Platinum
4408,16,28754.11,4,5,5,455,Platinum
4454,3,498.95,3,3,3,333,Gold
4570,2,52.0,1,3,1,131,Bronze
4408,5,1220.89,4,4,4,444,Platinum
4489,1,628.38,2,1,3,213,Silver
4390,21,5596.15,5,5,5,555,Titanium
4591,1,112.8,1,1,1,111,Bronze
4427,2,355.05,3,3,2,332,Gold
4413,5,2114.33,4,4,5,445,Platinum
4520,4,635.35,2,4,3,243,Silver
4647,1,172.9,1,1,1,111,Bronze
4387,7,2078.95,5,5,5,555,Titanium
4601,2,188.60999999999999,1,3,1,131,Bronze
4384,5,1315.57,5,4,4,544,Titanium
4597,1,109.13000000000001,1,1,1,111,Bronze
4415,3,2230.5,4,3,5,435,Platinum
4393,9,2606.12,5,5,5,555,Titanium
4384,17,3251.79,5,5,5,555,Titanium
4397,1,318.17,5,1,2,512,Titanium
4394,9,1664.17,5,5,4,554,Titanium
4581,1,179.0,1,1,1,111,Bronze
4385,3,1126.37,5,3,4,534,Titanium
4398,13,4921.04,4,5,5,455,Platinum
4397,4,631.68,5,4,3,543,Titanium
4393,11,2873.33,5,5,5,555,Titanium
4412,3,917.07,4,3,3,433,Platinum
4392,11,2667.15,5,5,5,555,Titanium
4407,1,160.19,4,1,1,411,Platinum
4407,4,867.38,4,4,3,443,Platinum
4426,2,325.87,3,3,2,332,Gold
4384,5,1649.19,5,4,4,544,Titanium
4388,3,663.8100000000001,5,3,3,533,Titanium
4530,1,180.42000000000002,2,1,1,211,Silver
4393,6,1276.09,5,5,4,554,Titanium
4407,1,719.33,4,1,3,413,Platinum
4657,1,268.58,1,1,2,112,Bronze
4756,1,328.64,1,1,2,112,Bronze
4384,8,2065.06,5,5,4,554,Titanium
4430,3,389.92,3,3,2,332,Gold
4391,8,2702.4900000000002,5,5,5,555,Titanium
4399,12,9585.91,4,5,5,455,Platinum
4386,32,6065.6900000000005,5,5,5,555,Titanium
4386,3,1164.55,5,3,4,534,Titanium
4425,7,1314.45,3,5,4,354,Gold
4387,7,3902.28,5,5,5,555,Titanium
4580,3,1448.21,1,3,4,134,Bronze
4394,6,1400.3400000000001,5,5,4,554,Titanium
4399,7,1099.98,4,5,4,454,Platinum
4495,5,1220.26,2,4,4,244,Silver
4632,1,328.2,1,1,2,112,Bronze
4412,5,1415.75,4,4,4,444,Platinum
4426,1,389.64,3,1,2,312,Gold
4470,1,563.15,2,1,3,213,Silver
4427,2,638.05,3,3,3,333,Gold
4392,11,5010.28,5,5,5,555,Titanium
4398,1,738.96,4,1,3,413,Platinum
4458,1,420.5,2,1,2,212,Silver
4527,4,1484.06,2,4,4,244,Silver
4387,3,1625.97,5,3,4,534,Titanium
4680,1,89.2,1,1,1,111,Bronze
4441,2,255.9,3,3,2,332,Gold
4646,1,300.52,1,1,2,112,Bronze
4429,1,278.3,3,1,2,312,Gold
4412,3,254.11,4,3,2,432,Platinum
4391,6,2473.37,5,5,5,555,Titanium
4400,2,192.60000000000002,4,3,1,431,Platinum
4385,8,10809.38,5,5,5,555,Titanium
4615,2,876.42,1,3,3,133,Bronze
4495,1,139.26,2,1,1,211,Silver
4441,3,1011.9,3,3,4,334,Gold
4434,11,2538.3,3,5,5,355,Gold
4510,2,730.86,2,3,3,233,Silver
4663,3,386.15,1,3,2,132,Bronze
4437,2,447.68,3,3,2,332,Gold
4702,1,200.10000000000002,1,1,1,111,Bronze
4409,2,289.99,4,3,2,432,Platinum
4393,2,77.4,5,3,1,531,Titanium
4390,2,679.4399999999999,5,3,3,533,Titanium
4411,1,197.64000000000001,4,1,1,411,Platinum
4399,4,745.06,4,4,3,443,Platinum
4446,1,6.2,3,1,1,311,Gold
4404,1,228.99,4,1,1,411,Platinum
4385,7,1319.91,5,5,4,554,Titanium
4549,1,131.45000000000002,2,1,1,211,Silver
4384,17,8256.74,5,5,5,555,Titanium
4435,3,173.74,3,3,1,331,Gold
4434,1,157.7,3,1,1,311,Gold
4430,12,4371.32,3,5,5,355,Gold
4444,1,193.09,3,1,1,311,Gold
4545,3,1235.75,2,3,4,234,Silver
4391,1,353.27,5,1,2,512,Titanium
4398,4,546.4,4,4,3,443,Platinum
4458,1,193.39,2,1,1,211,Silver
4422,8,2847.12,3,5,5,355,Gold
4423,11,2148.38,3,5,5,355,Gold
4752,2,214.18,1,3,1,131,Bronze
4419,2,778.5,3,3,3,333,Gold
4580,1,271.85,1,1,2,112,Bronze
4583,2,1110.34,1,3,4,134,Bronze
4456,3,657.8,2,3,3,233,Silver
4447,2,272.07,3,3,2,332,Gold
4404,4,507.29,4,4,3,443,Platinum
4749,1,48.800000000000004,1,1,1,111,Bronze
4563,3,321.43,1,3,2,132,Bronze
4393,4,1127.71,5,4,4,544,Titanium
4386,12,2250.06,5,5,5,555,Titanium
4579,3,2139.76,1,3,5,135,Bronze
4412,4,697.55,4,4,3,443,Platinum
4436,1,188.88,3,1,1,311,Gold
4400,6,1720.3,4,5,4,454,Platinum
4393,3,102.44999999999999,5,3,1,531,Titanium
4472,4,1649.5,2,4,4,244,Silver
4650,1,62.85,1,1,1,111,Bronze
4436,6,3295.76,3,5,5,355,Gold
4426,4,2824.69,3,4,5,345,Gold
4446,4,3189.81,3,4,5,345,Gold
4531,1,309.4,2,1,2,212,Silver
4404,25,7930.54,4,5,5,455,Platinum
4694,1,325.75,1,1,2,112,Bronze
4406,2,511.35,4,3,3,433,Platinum
4441,6,2836.69,3,5,5,355,Gold
4407,2,475.8,4,3,2,432,Platinum
